CitizenID,Name,BirthDate,Nationality,Address,VotingStatus,PassportNumber,TaxID,MaritalStatus,CriminalRecord,EducationLevel,Income,ImmigrationYear
CIT_4354,Sara Williams,29-09-1998,India,"65019 Peters Heights Suite 303; West Sarahland; UT 81385,",Yes,858741293,TAX-4354-23,Divorced,Unknown/None,PhD,46685.02,Unknown/None
CIT_4355,Amanda Holloway,15-06-1968,United States,"PSC 7090; Box 8579; APO AP 93394,",No,I00350091,TAX-4355-27,Divorced,No,Bachelors,68876.46,Unknown/None
CIT_4356,Oscar Byrd,13-06-2001,United States,"031 Christine Orchard; Johnburgh; VA 36914,",No,313784849,TAX-4356-07,Single,No,Bachelors,67352.23,Unknown/None
CIT_4357,Bradley Mccoy,11-01-1968,India,"08661 Veronica Square, South Robertfort, MN 47619",Yes,INVALID_these,TAX-4357-23,Single,Unknown/None,PhD,92013.25,Unknown/None
CIT_4358,Jesse Scott,26-09-1993,India,"PSC 9344, Box 0448, APO AP 01512",Yes,081821967,TAX-4358-13,Divorced,Pending,High School,130710.49,1955.0
CIT_4359,Eileen Hutchinson,16-04-1988,France,"1013 Montoya Springs, North Jeffrey, VT 35994",No,W28742572,TAX_4359_79,Divorced,Unknown/None,High School,18682.57,1986.0
CIT_4360,Jennifer Santos,03-05-1958,United States,"506 Jeremy Camp; Cherrystad; DE 06961,",Yes,INVALID_law,TAX_4360_40,Married,Unknown/None,Doctorate,21575.57,Unknown/None
CIT_4361,Melissa Fisher,06-11-1998,United States,"8505 Jones Garden, East Davidburgh, GA 21646",Yes,418456230,TAX-4361-57,Single,Pending,PhD,54512.41,Unknown/None
CIT_4362,Emily Sosa,10-01-1939,India,"39169 Elliott Keys Suite 299, Andrewview, ME 40033",Yes,H69555220,TAX-4362-83,Unknown,Pending,Doctorate,81828.59,1996.0
CIT_4363,Robert Moyer,18-09-1977,United States,"261 Jason Groves; Traceyland; LA 67447,",Unknown,485559446,TAX-4363-17,Married,Pending,High School,45381.06,Unknown/None
CIT_4364,Angel Castaneda,14-11-1992,India,"99585 Krista Pike, Whiteside, DC 92321",Yes,598077484,TAX-4364-72,Married,Unknown/None,High School,137463.23,Unknown/None
CIT_4365,Theresa Moore,Unknown/Invalid Format,India,"451 Richard Mountain; Katelynville; KY 19181,",Yes,V03213712,TAX-4365-53,Single,No,PhD,52952.85,Unknown/None
CIT_4366,Susan Houston,28-05-1983,France,"2487 Jaime Rapid; Crystalborough; CO 91607,",Unknown,Z30725779,TAX-4366-57,Single,No,High School,77531.96,Unknown/None
CIT_4367,Phillip Hall,06-08-1958,India,"80147 Eileen Gardens Suite 588, Port Kayla, PR 35786",No,P76576970,TAX-4367-92,Widowed,No,Doctorate,71735.76,Unknown/None
CIT_4368,Veronica Cummings,25-10-1975,India,"4000 Bryan Corner Suite 160, West Luis, AK 72626",Yes,INVALID_close,TAX-4368-78,Divorced,Yes,Doctorate,130494.73,2003.0
CIT_4369,Erin Collins,19-05-1978,France,"0859 Audrey Prairie, Brownshire, FM 10902",No,D02630767,TAX-4369-54,Unknown,Unknown/None,PhD,80617.61,1998.0
CIT_4370,Susan Rodgers,23-02-1942,France,"PSC 1980; Box 0593; APO AE 31638,",Yes,INVALID_yes,TAX-4370-75,Single,Unknown/None,Doctorate,141916.26,1973.0
CIT_4371,Larry Kelly,Unknown/Invalid Format,India,"77344 Jones Common, West Robert, NH 34485",No,409927228,TAX-4371-24,Married,Unknown/None,Masters,58724.72,1993.0
CIT_4372,Aaron Montgomery,21-01-1973,United States,"3440 George Square Suite 182, South Martha, IL 38998",Yes,507616718,TAX-4372-52,Unknown,No,Bachelors,89344.63,Unknown/None
CIT_4373,Joshua Brown,26-04-1985,United States,"177 Gonzalez River; Russellberg; NJ 13202,",Unknown,INVALID_central,TAX_4373_63,Married,Unknown/None,PhD,28118.99,Unknown/None
CIT_4374,Brandi Morales,18-01-2001,India,"90784 Hamilton Greens, Port Jonathanstad, WV 72923",Yes,O94415490,TAX-4374-04,Unknown,Yes,Bachelors,35138.8,1992.0
CIT_4375,Cynthia Bennett,09-08-1991,United States,"0549 Amanda Ferry, Emilystad, DC 81920",Yes,W69294812,TAX-4375-57,Unknown,No,High School,42527.91,Unknown/None
CIT_4376,Susan Rodriguez,21-10-2015,United States,"3818 Ortiz Passage Suite 323, Brennanshire, OK 15244",No,242883647,TAX-4376-98,Widowed,No,Bachelors,73309.12,Unknown/None
CIT_4377,Mrs. Carrie Gardner,17-10-1951,France,"29944 Kimberly Coves Suite 154; South Brandon; RI 06300,",Yes,C27124609,TAX_4377_53,Single,Unknown/None,PhD,120162.62,Unknown/None
CIT_4378,Antonio Park,31-07-1935,India,"984 Fernandez Branch, Walterbury, NJ 20833",Yes,INVALID_take,TAX-4378-84,Widowed,No,Doctorate,79150.41,Unknown/None
CIT_4379,Diane Ruiz,01-12-1957,United States,"11089 Smith Coves, North Elizabeth, AK 80994",Unknown,INVALID_maybe,TAX-4379-77,Divorced,Pending,High School,45519.95,Unknown/None
CIT_4380,Richard Peters,15-02-1993,France,"9825 Hayes Islands Apt. 170, South Carloston, MI 88194",Unknown,A63123080,TAX-4380-50,Married,Unknown/None,Doctorate,32612.62,Unknown/None
CIT_4381,Kristy Johnson,18-03-1959,France,"770 Laura Neck Suite 375; Port Kennethmouth; WY 48978,",Yes,U38048270,TAX-4381-23,Widowed,No,Doctorate,51946.13,1976.0
CIT_4382,Christine Hoffman,24-02-2001,India,"27026 Smith Junction Apt. 377, West Melissa, SD 70840",No,INVALID_network,TAX-4382-62,Married,Unknown/None,Doctorate,59237.83,Unknown/None
CIT_4383,Rachel Smith,05-12-1998,United States,"Unit 3800 Box 2589, DPO AA 47496",Unknown,U08359809,TAX-4383-62,Unknown,No,High School,18893.01,Unknown/None
CIT_4384,Brian Anderson,06-07-1992,India,"79556 Holly Stream, East Edwardside, HI 30971",Unknown,T52505436,TAX-4384-88,Unknown,Unknown/None,Masters,75883.58,Unknown/None
CIT_4385,Chad Walker,Unknown/Invalid Format,France,"4815 Arroyo Springs, South David, SC 31778",Yes,094636017,TAX-4385-43,Single,Unknown/None,PhD,95859.9,1962.0
CIT_4386,Richard Fitzgerald,27-05-1996,France,"0769 Mary Rapid, Josephburgh, AK 24978",Yes,359019971,TAX-4386-09,Single,Pending,High School,120381.32,Unknown/None
CIT_4387,Kimberly Neal,01-11-1952,United States,"7102 Goodman Path, Obrienhaven, CO 83974",Yes,F13916978,TAX_4387_16,Unknown,Yes,Masters,55980.98,Unknown/None
CIT_4388,Jesus Benitez,08-09-1991,India,"8123 Jodi Street, Johnview, NC 67625",Unknown,350947352,TAX-4388-16,Unknown,No,Doctorate,80800.79,1976.0
CIT_4389,Kaitlin Whitney,19-11-1996,United States,"891 Ball Manor; Richardsfurt; VA 49096,",Yes,007278658,TAX-4389-89,Divorced,No,High School,133263.03,Unknown/None
CIT_4390,Eric Cooper,14-05-1993,United States,"1446 Johnson Land Suite 582, Bergchester, UT 18461",No,068421196,TAX-4390-21,Unknown,Unknown/None,PhD,110064.5,Unknown/None
CIT_4391,Tim Ray,Unknown/Invalid Format,France,"1930 Barry Village, Christopherburgh, CO 69515",Yes,INVALID_painting,TAX-4391-81,Widowed,Yes,PhD,51320.52,Unknown/None
CIT_4392,Kimberly Estrada,06-10-1992,India,"68550 Hammond Burg Suite 406, Port Jasmine, KY 99354",Yes,428945962,TAX_4392_25,Married,Unknown/None,Doctorate,144455.3,2010.0
CIT_4393,Morgan Skinner,21-11-1963,France,"PSC 6729, Box 1420, APO AP 06017",Yes,U03528453,TAX_4393_80,Single,Unknown/None,High School,130633.47,Unknown/None
CIT_4394,Oscar Neal,05-10-1947,United States,"715 Anderson Dam Apt. 187, North Jamesborough, FL 51184",Yes,421560523,TAX-4394-12,Single,No,High School,94666.69,Unknown/None
CIT_4395,Kayla Mcguire,02-10-1974,India,"12316 Christian Harbor Apt. 818, New Keith, LA 54128",Unknown,M71615150,TAX-4395-21,Widowed,Unknown/None,Bachelors,96979.51,1970.0
CIT_4396,Patrick Edwards,20-10-1981,India,"66625 Jaclyn Roads; North Tonyamouth; MT 20207,",Yes,R35635516,Unknown/None,Unknown,Unknown/None,Bachelors,147357.45,Unknown/None
CIT_4397,Jamie Hicks,18-09-1984,India,"827 Frye Village, Tammystad, MT 92450",Yes,875051914,Unknown/None,Single,Pending,Doctorate,78529.97,Unknown/None
CIT_4398,Scott Mccarty,Unknown/Invalid Format,United States,"3511 Tammy Summit; Walshport; MN 85795,",Unknown,INVALID_idea,TAX-4398-10,Unknown,Pending,High School,24118.32,Unknown/None
CIT_4399,Julian Woods,24-11-1997,India,"931 Deanna Lodge; New Wandaville; WI 67258,",Yes,O86712231,TAX_4399_31,Single,Pending,High School,35253.5,Unknown/None
CIT_4400,Jessica Barber,17-12-1957,United States,"868 Murray Rapids Suite 042, Christopherville, AK 73580",No,588551316,TAX_4400_25,Divorced,Pending,PhD,47748.91,Unknown/None
CIT_4401,Anita Montgomery,10-08-2004,United States,"9563 Joseph Drive Apt. 398; Port Aprilbury; AS 23143,",Unknown,352294771,TAX-4401-56,Single,Yes,High School,115101.55,Unknown/None
CIT_4402,Jackson Krause,06-12-1948,United States,"030 Gross Row Apt. 688, New Melissashire, FL 67964",No,R81834828,TAX-4402-00,Single,Pending,Bachelors,74877.28,Unknown/None
CIT_4403,Joel Alvarez,02-12-2005,France,"930 Brown Radial, East Catherinestad, OH 78048",No,500815199,TAX-4403-82,Single,Yes,High School,20935.54,Unknown/None
CIT_4404,Timothy Johnson,11-02-1962,United States,"245 Deanna Lane Apt. 494, South Danatown, MP 57403",Yes,W12585053,TAX_4404_72,Single,Pending,High School,60905.81,Unknown/None
CIT_4405,Jeremy Duncan,22-10-1988,India,"7515 Gibson Trail Apt. 318; New Christine; UT 54765,",Yes,132808715,TAX_4405_82,Unknown,Pending,Masters,108179.5,Unknown/None
CIT_4406,Katelyn Kent,28-09-2000,France,"778 Duane Meadow Suite 481, Port Alison, CO 26058",Yes,490737983,TAX-4406-34,Divorced,Yes,High School,140901.31,Unknown/None
CIT_4407,Ernest Smith,03-07-1935,United States,"854 Lane Motorway Suite 404, Alexanderborough, NM 76727",Yes,T47492109,TAX-4407-19,Unknown,Unknown/None,Bachelors,84848.6,Unknown/None
CIT_4408,Brandon Haas,28-08-1980,France,"456 Valerie Green, Port Michelle, DC 94690",No,E02274019,TAX-4408-85,Married,No,Masters,55873.27,Unknown/None
CIT_4409,Cristina Young,13-02-1941,France,"PSC 6970, Box 1611, APO AE 75301",Yes,K96309370,TAX-4409-60,Single,No,PhD,28713.59,Unknown/None
CIT_4410,Anthony Foster,25-01-1975,India,"467 Ronnie Squares, East Richard, NM 84407",Yes,S36560997,TAX-4410-82,Unknown,Unknown/None,Bachelors,90321.53,Unknown/None
CIT_098,Joshua Jennings,29-07-1991,France,"038 Isabella Rue Apt. 105, Edwardsview, MD 50924",Unknown,559059269,TAX_4411_05,Single,No,Bachelors,121517.07,1988.0
CIT_4412,Nathaniel Richards,30-03-1934,France,"646 Denise Tunnel Apt. 960; Derricktown; AL 55423,",Unknown,946882790,TAX-4412-85,Married,Unknown/None,PhD,63270.04,Unknown/None
CIT_4413,Gabriella Simmons,11-10-1977,France,"62484 Rhodes Ports Suite 296; New Joshuahaven; MT 38150,",Yes,309358945,TAX-4413-63,Married,No,Masters,18177.5,Unknown/None
CIT_4414,Seth Ellis,23-06-1989,France,"024 Alexandria Forge Suite 516, Simsshire, MA 51941",Unknown,502172912,Unknown/None,Single,Unknown/None,Bachelors,72796.77,Unknown/None
CIT_4415,Chelsea Montgomery,23-11-1984,United States,"6713 Robert Key Apt. 935, South Emily, ND 52645",Yes,E97712634,TAX_4415_80,Widowed,Yes,High School,135860.79,Unknown/None
CIT_4416,Eric Summers,13-01-1940,United States,"Unit 6633 Box 6338; DPO AE 72053,",Yes,Y85670354,TAX-4416-86,Divorced,Unknown/None,High School,16594.21,Unknown/None
CIT_4417,Gail Dalton,06-07-1936,France,"82539 Kimberly Mill Suite 450, West Sharontown, DE 92790",Yes,L64275010,TAX-4417-58,Single,Yes,Bachelors,123960.11,Unknown/None
CIT_4418,Sharon Jensen,17-09-1971,United States,"6946 Peter Mill, Taylorview, OR 56515",Yes,S44592309,TAX-4418-88,Widowed,Pending,Masters,133428.72,Unknown/None
CIT_4419,Sherry Hicks Md,22-05-1995,India,"43438 Luke Springs Suite 247, Charlesland, DE 71698",No,249429942,TAX_4419_50,Unknown,Unknown/None,Doctorate,93577.06,1998.0
CIT_4420,Isabel Guerrero,19-11-1965,India,"7853 Madeline Grove, Theresahaven, FM 45663",Yes,I06485573,TAX_4420_66,Unknown,Unknown/None,PhD,40152.85,Unknown/None
CIT_4421,James Santos Md,27-05-1995,France,"USCGC Acosta, FPO AA 15523",Unknown,621802572,TAX_4421_21,Married,Unknown/None,High School,78627.87,Unknown/None
CIT_4422,William Nunez,Unknown/Invalid Format,France,"5768 Holly Avenue, Juliemouth, CT 73178",No,A09054243,TAX-4422-00,Widowed,No,Bachelors,54978.28,Unknown/None
CIT_4423,Jessica English,23-10-1988,India,"14672 Lopez Plains, Gregoryborough, OK 44815",Yes,Z00542526,TAX-4423-72,Married,Unknown/None,High School,30835.92,Unknown/None
CIT_4424,Katherine Parrish,Unknown/Invalid Format,India,"PSC 1115, Box 2747, APO AP 01345",No,876013102,TAX-4424-28,Single,Yes,High School,22371.82,Unknown/None
CIT_4425,Christopher Rivera,Unknown/Invalid Format,United States,"9222 Keller Stream Apt. 593, Cassandraside, OR 24942",Yes,147650358,TAX_4425_54,Unknown,Unknown/None,Doctorate,84193.27,Unknown/None
CIT_4426,Kathy Barron,24-11-2006,India,"961 Potts Flat Apt. 354, Smithville, ME 44851",No,199995003,TAX_4426_90,Single,Unknown/None,Bachelors,53673.4,Unknown/None
CIT_4427,Bethany Galvan,24-03-1970,France,"615 Mooney Burg, South Andrewton, AL 08373",Yes,973184700,TAX_4427_45,Widowed,Unknown/None,Masters,18440.95,Unknown/None
CIT_4428,Jordan Martinez,Unknown/Invalid Format,United States,"Unit 9233 Box 2550, DPO AA 35685",Yes,880762153,TAX-4428-51,Widowed,Unknown/None,High School,80278.41,Unknown/None
CIT_4429,Kathy Bryant,24-10-1994,India,"7533 Megan Tunnel Suite 156, Emilyberg, MS 68628",Yes,V79889694,TAX-4429-85,Single,Unknown/None,PhD,85708.56,1957.0
CIT_4430,Jeffrey Chen,21-04-1947,India,"30458 Steven Grove, Meyersland, PR 39748",Yes,184948630,Unknown/None,Divorced,Yes,PhD,114892.82,Unknown/None
CIT_4431,Amanda Dennis,10-04-1990,France,"32414 Amanda Hill, Dixonview, MI 04639",Yes,665653305,TAX-4431-94,Unknown,No,PhD,140499.33,1994.0
CIT_4432,Mark Robinson,21-11-1999,India,"USS Sandoval; FPO AP 15429,",Yes,INVALID_space,TAX-4432-56,Single,Pending,High School,112282.67,Unknown/None
CIT_4433,Brian Stevenson,11-10-1989,United States,"18315 Atkinson Cliffs Suite 545, Morganville, IN 85299",No,INVALID_finish,TAX-4433-46,Single,Unknown/None,High School,81367.88,Unknown/None
CIT_4434,Jamie Palmer,18-10-1998,France,"962 Michael Drive Apt. 991, Claytontown, OK 77612",Yes,803440771,TAX-4434-67,Married,No,High School,89222.05,Unknown/None
CIT_031,Miguel Perry,11-08-1957,United States,"024 Eric Court Suite 654, Jamesfort, MN 90644",Yes,571132191,TAX-4435-22,Widowed,Pending,Bachelors,44435.71,Unknown/None
CIT_4436,Kelly Martinez,01-07-1985,France,"70656 Ashley Squares Suite 232; Troyfort; MI 95047,",Yes,W47534968,TAX-4436-08,Single,Unknown/None,Doctorate,31525.92,Unknown/None
CIT_4437,Laura Jones,07-08-2005,India,"5745 Navarro Burg; Port Anna; CO 51891,",Yes,INVALID_foot,Unknown/None,Single,Yes,Bachelors,81983.94,1957.0
CIT_4438,Joshua Butler,05-05-1947,United States,"54869 Aaron Forge, Hartchester, GU 71245",Yes,B75423539,TAX_4438_07,Unknown,Pending,Masters,104260.63,Unknown/None
CIT_4439,Geoffrey Mclean,07-01-1968,United States,"72994 Jackson Cove, North Shelly, WI 52328",No,502979079,TAX-4439-69,Widowed,Unknown/None,High School,132095.19,Unknown/None
CIT_4440,Frank Chung,10-05-1987,United States,"USNV Arias; FPO AP 32188,",No,INVALID_own,TAX-4440-31,Unknown,Unknown/None,High School,30353.73,Unknown/None
CIT_4441,Mike Jensen,16-03-1981,United States,"288 Jessica Loop, Lisachester, NY 91601",Yes,INVALID_again,TAX-4441-80,Single,Yes,Bachelors,127441.91,Unknown/None
CIT_4442,Monica Tran,06-12-1996,United States,"66392 Rogers Path, Port Wesley, NC 68728",Unknown,N76182777,TAX-4442-09,Widowed,Unknown/None,High School,124435.38,Unknown/None
CIT_4443,Laurie Thompson,31-05-1941,France,"8946 Henry Brook, West Charlesbury, NY 16506",Unknown,522389338,TAX-4443-01,Single,No,High School,89423.99,Unknown/None
CIT_4444,Jimmy Wade,18-06-2002,United States,"66297 Villa Common, West Brooke, FL 57229",Yes,514259623,TAX-4444-99,Married,Pending,Doctorate,97338.82,Unknown/None
CIT_4445,Melissa Davidson,03-02-1965,France,"00132 Gregory Ways, Andrewville, RI 60696",No,D50260691,TAX-4445-11,Widowed,Pending,High School,97197.54,Unknown/None
CIT_4446,Blake Peters,02-03-1985,France,"98823 Perry Unions, Craneville, MI 00875",Yes,INVALID_hold,TAX-4446-32,Married,Unknown/None,Masters,87596.03,1950.0
CIT_4447,Sandra Richardson,02-03-1994,India,"95572 Jordan Drive, North Kimberly, MN 48951",No,001108287,TAX-4447-29,Single,Yes,Masters,97577.83,Unknown/None
CIT_4448,John Kelley,27-01-1997,India,"2004 Morgan Light; North Brendafort; ME 27365,",Yes,093871827,TAX-4448-52,Single,No,PhD,72596.4,Unknown/None
CIT_4449,Steven Anderson,26-12-2006,France,"72915 Stewart Walk, Amandabury, MP 55769",Yes,305708356,TAX-4449-51,Divorced,Unknown/None,PhD,39355.98,Unknown/None
CIT_4450,Rachel Washington,12-09-1971,United States,"99135 Bradley Parks, West Jennifer, RI 67709",Yes,A68285293,TAX-4450-98,Married,Yes,Bachelors,120732.0,Unknown/None
CIT_4451,Susan Lewis,01-06-1947,India,"020 Wilkerson Cliffs Suite 306, Turnerland, NM 60438",No,INVALID_student,TAX_4451_35,Married,Pending,Masters,66141.09,1992.0
CIT_4452,Debra Thompson,12-01-1978,France,"719 Gary Motorway, South Tracey, ND 85998",No,Y81640016,TAX-4452-65,Single,No,Bachelors,43178.11,Unknown/None
CIT_4453,Sarah Singh,21-09-1948,India,"5386 Sullivan Turnpike; Williamsburgh; NC 33232,",Yes,851199000,TAX-4453-22,Single,Unknown/None,High School,29897.04,Unknown/None
CIT_4454,Seth Hopkins,10-04-1977,India,"Unit 7477 Box 2587, DPO AA 42809",Yes,INVALID_many,TAX-4454-14,Single,Unknown/None,High School,44163.46,Unknown/None
CIT_4455,Jessica Martin,24-06-1997,France,"4242 Thomas Village Suite 312; West Amberville; CO 76919,",Yes,905475428,TAX_4455_93,Unknown,Unknown/None,High School,61245.79,Unknown/None
CIT_4456,Mary Cooley,04-02-1982,United States,"2060 Clinton Port Apt. 335, New Jennifer, WY 43600",Yes,171932356,TAX-4456-96,Married,No,High School,-90702.0,Unknown/None
CIT_4457,Stacey Weaver,25-11-1978,India,"695 Tina Shores Apt. 881, Brettmouth, RI 29241",Yes,W21730455,TAX-4457-93,Married,Yes,PhD,24789.45,1998.0
CIT_4458,Andrea Shields,14-11-1976,United States,"7205 Jon Island; Sheilaland; FL 30151,",Yes,628172784,TAX_4458_53,Unknown,Yes,PhD,88848.56,Unknown/None
CIT_4459,Hannah Rivera,27-11-1972,United States,"7424 Kellie Alley, Lake Brenda, IA 59150",Unknown,INVALID_great,TAX-4459-20,Widowed,Yes,Masters,36673.9,Unknown/None
CIT_4460,Tracey Pham,01-08-1989,United States,"9098 Wu Parkways Suite 704, North Sarah, SC 91141",Yes,O90779832,TAX-4460-64,Single,No,High School,23304.89,Unknown/None
CIT_4461,Richard Soto,19-08-1943,France,"030 Gaines Well, South Nicoleburgh, NC 26433",No,P52570766,TAX-4461-83,Widowed,Unknown/None,Doctorate,43039.75,Unknown/None
CIT_4462,Nicole Boone,23-10-1982,France,"USNV Mckee; FPO AA 25099,",No,776144390,TAX_4462_63,Widowed,No,Doctorate,26836.35,1951.0
CIT_4463,Jessica Ellis,11-10-2001,India,"03812 Stephanie Cape, New Pattyshire, AZ 36309",Unknown,A86610045,TAX-4463-66,Unknown,No,High School,101446.87,Unknown/None
CIT_4464,Bradley Potter,21-05-1994,United States,"USNS Cruz; FPO AE 91766,",Yes,Q66864457,TAX-4464-68,Married,No,Bachelors,108768.61,Unknown/None
CIT_4465,Mr. David Williams,02-08-1972,United States,"206 Renee Place Suite 888, Nicholasborough, MD 56765",Unknown,N24561690,TAX-4465-17,Single,Yes,High School,134679.42,Unknown/None
CIT_4466,Emily Ortega,07-05-1943,United States,"Unit 2399 Box 1001; DPO AA 27736,",No,INVALID_most,TAX-4466-95,Divorced,Yes,Bachelors,63419.02,Unknown/None
CIT_4467,Jonathan Taylor,19-12-1988,United States,"6897 Morgan Station Suite 331, Brandonstad, CT 32197",Unknown,W30875844,TAX-4467-97,Divorced,Yes,Masters,16050.47,Unknown/None
CIT_4468,Robert Aguilar,29-11-1997,India,"365 Hernandez Shoals; Joshuaville; MH 45732,",Yes,H04855876,TAX-4468-73,Unknown,Pending,High School,129326.04,Unknown/None
CIT_4469,Lynn Sharp,12-05-1935,France,"5882 Mccarthy Gardens Suite 070, Woodmouth, OK 64542",Yes,D56989211,TAX_4469_15,Married,Unknown/None,PhD,145758.85,Unknown/None
CIT_4470,Bill Howell,26-11-2024,France,"986 Torres Courts, South Michellebury, NE 38512",Unknown,INVALID_blue,TAX-4470-78,Single,No,Masters,58064.77,1975.0
CIT_4471,Jeffrey Potter,13-10-1985,France,"USCGC Chavez, FPO AA 94782",No,I22361341,TAX-4471-47,Widowed,Yes,High School,38198.3,Unknown/None
CIT_4472,Abigail Jackson,23-02-1989,United States,"967 Jeffrey Flats Suite 905; Lake Calvin; IA 44755,",Yes,V59942822,TAX-4472-82,Widowed,No,High School,104691.0,Unknown/None
CIT_4473,Daniel Miles,03-12-1937,France,"0210 Joshua Forest Suite 897; Brooksstad; NY 34015,",Unknown,211666521,TAX-4473-40,Single,Unknown/None,Doctorate,119085.53,Unknown/None
CIT_011,Michael Mahoney,10-12-2004,India,"519 Sherri Crescent, Patrickchester, VI 02190",No,D80995803,TAX_4474_36,Single,Yes,Bachelors,56068.1,1981.0
CIT_4475,James Weaver,Unknown/Invalid Format,United States,"69233 Tara Hill, Lake Hannah, TN 29367",Yes,843133233,TAX-4475-47,Single,Unknown/None,Doctorate,122506.5,Unknown/None
CIT_4476,Jeff Ellis,29-03-2003,France,"21636 Martin View Suite 651; Tammyborough; VA 57160,",Unknown,F64501158,TAX-4476-12,Single,Unknown/None,Bachelors,108775.51,Unknown/None
CIT_4477,Jessica Wade,10-07-1944,United States,"64599 Jeffrey Points Apt. 911; Francisbury; IL 05001,",Yes,608955501,TAX_4477_96,Single,Pending,High School,24596.95,Unknown/None
CIT_4478,James Lee,02-03-1937,United States,"71830 Michelle Common, Douglasburgh, WY 35806",Unknown,702866635,TAX_4478_51,Single,Unknown/None,Masters,111506.45,Unknown/None
CIT_4479,Riley Smith,01-10-1972,United States,"862 Justin Flats, Obrienfurt, NC 93482",No,INVALID_stand,TAX-4479-78,Married,Yes,PhD,60651.9,Unknown/None
CIT_4480,Christopher Reid,Unknown/Invalid Format,India,"68761 Sullivan Stream Apt. 173, Danielsmouth, NJ 78308",Yes,INVALID_herself,TAX-4480-06,Unknown,Pending,High School,11862.34,1978.0
CIT_4481,Emily Lopez,02-03-1963,India,"PSC 4476; Box 2820; APO AP 24935,",Yes,572605694,TAX-4481-61,Single,Unknown/None,High School,55934.33,1960.0
CIT_4482,Dominic Ford,18-02-1963,France,"270 Ruiz Trail, East Aaronchester, TX 97287",No,740423784,TAX-4482-58,Unknown,No,High School,51410.3,Unknown/None
CIT_4483,Michael Burns,02-09-1980,India,"97828 Lyons Crossing Suite 933; Millerside; SC 08645,",Unknown,C84796844,TAX-4483-43,Widowed,Unknown/None,Doctorate,115472.62,2018.0
CIT_4484,Katelyn Curry,08-02-1948,India,"185 Paul Forest Suite 671, East Allison, RI 45017",Yes,INVALID_born,Unknown/None,Single,Unknown/None,Bachelors,34991.77,2008.0
CIT_4485,Anthony Blankenship,02-06-1958,United States,"106 Sanchez Shores Apt. 259; Port Kylehaven; TX 66598,",Yes,170044479,Unknown/None,Divorced,Yes,PhD,144332.15,Unknown/None
CIT_4486,Evan Smith,09-07-1982,United States,"99326 Justin Crescent, Jasonchester, AS 67817",Yes,Q97162087,TAX-4486-48,Single,Unknown/None,Masters,20165.76,Unknown/None
CIT_4487,Madison Bradshaw,17-12-1950,India,"31656 Sherman Rue, Reedshire, MS 02147",Unknown,A63128242,TAX_4487_35,Single,Unknown/None,High School,-22545.0,1966.0
CIT_4488,Krista Anderson,17-06-1974,France,"8303 Christian Dam Apt. 179, Martinborough, NC 26094",Yes,831870961,TAX-4488-40,Divorced,Unknown/None,High School,39197.52,1993.0
CIT_4489,Beth Wright,04-11-1958,France,"388 Thornton Oval Suite 043, Greenborough, DE 62813",No,K08425280,Unknown/None,Divorced,Unknown/None,PhD,112671.26,2006.0
CIT_4490,Christopher Ballard,18-04-1985,India,"215 Steven Lodge Suite 116, Port Angelaport, CO 27009",No,X89349762,TAX-4490-24,Single,No,PhD,48443.72,Unknown/None
CIT_4491,Steven Murphy,30-07-1983,France,"881 David Terrace; Streetephaniestad; PW 12866,",Yes,168328544,Unknown/None,Unknown,Unknown/None,High School,26341.34,Unknown/None
CIT_4492,Kimberly Marsh,23-09-1955,United States,"867 Michael Via Apt. 579, Morganside, GU 02803",No,107585221,TAX-4492-85,Divorced,Unknown/None,Masters,40027.3,Unknown/None
CIT_4493,Scott Johnson,11-10-1962,France,"331 John Highway Suite 977; North Streetephanieberg; PR 21188,",Unknown,598535251,TAX-4493-83,Unknown,Pending,PhD,11775.03,1986.0
CIT_4494,Tiffany Thompson,16-07-2003,United States,"4838 Young Harbor, South Brianside, AR 52987",Yes,I38583395,Unknown/None,Unknown,Yes,Bachelors,108758.95,Unknown/None
CIT_4495,Cindy Smith,20-01-2002,India,"09635 Megan Centers, Wallaceshire, MA 45800",Yes,INVALID_mention,TAX-4495-48,Married,Yes,Doctorate,33006.11,Unknown/None
CIT_4496,Jennifer Lawson,04-05-1971,United States,"PSC 7911, Box 3190, APO AE 03828",Yes,A84460702,TAX_4496_25,Divorced,Yes,Masters,29698.45,Unknown/None
CIT_4497,Joshua Blackburn,22-09-1965,France,"6604 Rivera Rue Suite 920, Louisfurt, VT 84841",Yes,419289142,TAX-4497-14,Single,Unknown/None,Doctorate,41465.11,Unknown/None
CIT_4498,Danielle Brown,16-04-1970,United States,"14337 Veronica Cape, West Jamesport, AK 94093",Yes,436050780,TAX_4498_89,Divorced,No,Doctorate,96683.12,Unknown/None
CIT_4499,Nicole Perez,10-12-2000,United States,"02886 Delgado Club Suite 989, Stephanieburgh, NC 11243",Yes,666013692,TAX-4499-71,Unknown,Pending,High School,71762.24,Unknown/None
CIT_4500,Scott Ford,02-10-1940,United States,"81461 West Mountains, Lake David, PA 14437",No,K40100429,TAX_4500_30,Unknown,Yes,Bachelors,54133.51,Unknown/None
CIT_4501,Margaret Duran,03-02-1997,India,"Unit 3723 Box 8410, DPO AP 27770",No,O68238496,TAX_4501_22,Single,Unknown/None,Doctorate,17013.94,Unknown/None
